,kde200,bower
X: 2017-02-10 00:00:00~2017-04-10 23:59:59 -> Y: 2017-04-11 00:00:00~2017-04-12 23:59:59,"[0.56000000000000005, 0.58360689906727115, 2.8000291803449535]","[0.57999999999999996, 0.60445000260538795, 2.90003022250013]"
X: 2017-02-11 00:00:00~2017-04-11 23:59:59 -> Y: 2017-04-12 00:00:00~2017-04-13 23:59:59,"[0.57499999999999996, 0.47939138137668702, 2.875029961961336]","[0.57499999999999996, 0.47939138137668702, 2.875029961961336]"
X: 2017-02-12 00:00:00~2017-04-12 23:59:59 -> Y: 2017-04-13 00:00:00~2017-04-14 23:59:59,"[0.65789473684210531, 0.52107758845292063, 3.2895079656308193]","[0.71052631578947367, 0.56279312141740501, 3.5528537341268756]"
X: 2017-02-13 00:00:00~2017-04-13 23:59:59 -> Y: 2017-04-14 00:00:00~2017-04-15 23:59:59,"[0.63829787234042556, 0.62529310614350475, 3.1915226219737312]","[0.65957446808510634, 0.64613620968162155, 3.2979067093728549]"
X: 2017-02-14 00:00:00~2017-04-14 23:59:59 -> Y: 2017-04-15 00:00:00~2017-04-16 23:59:59,"[0.63157894736842102, 0.50023448491480382, 3.1579276470055864]","[0.68421052631578949, 0.54251434533124676, 3.4248359553029681]"
X: 2017-02-15 00:00:00~2017-04-15 23:59:59 -> Y: 2017-04-16 00:00:00~2017-04-17 23:59:59,"[0.7142857142857143, 0.52107758845292063, 3.5714657912563181]","[0.68571428571428572, 0.50023448491480382, 3.4286071596060652]"
X: 2017-02-16 00:00:00~2017-04-16 23:59:59 -> Y: 2017-04-17 00:00:00~2017-04-18 23:59:59,"[0.61111111111111116, 0.45854827783857016, 3.0555873991859612]","[0.61111111111111116, 0.45859607066548547, 3.0559058719984251]"
X: 2017-02-17 00:00:00~2017-04-17 23:59:59 -> Y: 2017-04-18 00:00:00~2017-04-19 23:59:59,"[0.46666666666666667, 0.29180344953363557, 2.3333576502874611]","[0.5, 0.31276063386155128, 2.5009382819015848]"
X: 2017-02-18 00:00:00~2017-04-18 23:59:59 -> Y: 2017-04-19 00:00:00~2017-04-20 23:59:59,"[0.62222222222222223, 0.58360689906727115, 3.1111435337166147]","[0.51111111111111107, 0.47964131171471769, 2.5569145392720802]"
X: 2017-02-19 00:00:00~2017-04-19 23:59:59 -> Y: 2017-04-20 00:00:00~2017-04-21 23:59:59,"[0.63461538461538458, 0.68782241675785527, 3.173109991462344]","[0.67307692307692313, 0.72950862383408888, 3.3654196879146077]"
X: 2017-02-20 00:00:00~2017-04-20 23:59:59 -> Y: 2017-04-21 00:00:00~2017-04-22 23:59:59,"[0.70833333333333337, 0.70866552029597207, 3.5417035763291822]","[0.79166666666666663, 0.79232693911592988, 3.9598189463441757]"
X: 2017-02-21 00:00:00~2017-04-21 23:59:59 -> Y: 2017-04-22 00:00:00~2017-04-23 23:59:59,"[0.64102564102564108, 0.52107758845292063, 3.2051616075377214]","[0.64102564102564108, 0.52107758845292063, 3.2051616075377214]"
X: 2017-02-22 00:00:00~2017-04-22 23:59:59 -> Y: 2017-04-23 00:00:00~2017-04-24 23:59:59,"[0.45945945945945948, 0.35433276014798604, 2.2973212387000101]","[0.40540540540540543, 0.31264655307175238, 2.0270481517941263]"
X: 2017-02-23 00:00:00~2017-04-23 23:59:59 -> Y: 2017-04-24 00:00:00~2017-04-25 23:59:59,"[0.41379310344827586, 0.50023448491480382, 2.0689870790726257]","[0.39655172413793105, 0.47939138137668702, 1.9827792841112664]"
X: 2017-02-24 00:00:00~2017-04-24 23:59:59 -> Y: 2017-04-25 00:00:00~2017-04-26 23:59:59,"[0.42622950819672129, 0.54192069199103743, 2.1311697508480321]","[0.49180327868852458, 0.62627211523406923, 2.4628920938278829]"
X: 2017-02-25 00:00:00~2017-04-25 23:59:59 -> Y: 2017-04-26 00:00:00~2017-04-27 23:59:59,"[0.5, 0.43770517430045336, 2.5000260538794228]","[0.54761904761904767, 0.47939138137668702, 2.7381237732965107]"
X: 2017-02-26 00:00:00~2017-04-26 23:59:59 -> Y: 2017-04-27 00:00:00~2017-04-28 23:59:59,"[0.55319148936170215, 0.54192069199103743, 2.7659862723772335]","[0.5957446808510638, 0.58375899093088712, 2.9795307305193726]"
X: 2017-02-27 00:00:00~2017-04-27 23:59:59 -> Y: 2017-04-28 00:00:00~2017-04-29 23:59:59,"[0.62745098039215685, 0.66697931321973847, 3.1372875970251579]","[0.66666666666666663, 0.70866552029597207, 3.3333680718392298]"
X: 2017-02-28 00:00:00~2017-04-28 23:59:59 -> Y: 2017-04-29 00:00:00~2017-04-30 23:59:59,"[0.66666666666666663, 0.58360689906727115, 3.3333680718392298]","[0.61904761904761907, 0.54192069199103743, 3.0952703524221423]"
X: 2017-03-01 00:00:00~2017-04-29 23:59:59 -> Y: 2017-04-30 00:00:00~2017-05-01 23:59:59,"[0.68292682926829273, 0.58360689906727115, 3.414669732127992]","[0.65853658536585369, 0.56279312141740501, 3.2928888267517382]"
X: 2017-03-02 00:00:00~2017-04-30 23:59:59 -> Y: 2017-05-01 00:00:00~2017-05-02 23:59:59,"[0.71111111111111114, 0.66697931321973847, 3.5555926099618458]","[0.68888888888888888, 0.64613620968162155, 3.444480340900538]"
X: 2017-03-03 00:00:00~2017-05-01 23:59:59 -> Y: 2017-05-02 00:00:00~2017-05-03 23:59:59,"[0.72727272727272729, 0.66697931321973847, 3.6364015329155239]","[0.68181818181818177, 0.62529310614350475, 3.4091264371083034]"
X: 2017-03-04 00:00:00~2017-05-02 23:59:59 -> Y: 2017-05-03 00:00:00~2017-05-04 23:59:59,"[0.65116279069767447, 0.58360689906727115, 3.2558478841220388]","[0.65116279069767447, 0.58366772630152697, 3.2561872293598442]"
X: 2017-03-05 00:00:00~2017-05-03 23:59:59 -> Y: 2017-05-04 00:00:00~2017-05-05 23:59:59,"[0.60416666666666663, 0.60445000260538795, 3.0208648151043023]","[0.625, 0.62545606171166479, 3.1258469717502346]"
X: 2017-03-06 00:00:00~2017-05-04 23:59:59 -> Y: 2017-05-05 00:00:00~2017-05-06 23:59:59,"[0.59523809523809523, 0.52107758845292063, 2.9762214927135981]","[0.59523809523809523, 0.52107758845292063, 2.9762214927135981]"
X: 2017-03-07 00:00:00~2017-05-05 23:59:59 -> Y: 2017-05-06 00:00:00~2017-05-07 23:59:59,"[0.7142857142857143, 0.52107758845292063, 3.5714657912563181]","[0.74285714285714288, 0.5425992591433193, 3.7189753221683102]"
X: 2017-03-08 00:00:00~2017-05-06 23:59:59 -> Y: 2017-05-07 00:00:00~2017-05-08 23:59:59,"[0.63043478260869568, 0.60445000260538795, 3.1522067635870981]","[0.65217391304347827, 0.62529310614350475, 3.2609035485383773]"
X: 2017-03-09 00:00:00~2017-05-07 23:59:59 -> Y: 2017-05-08 00:00:00~2017-05-09 23:59:59,"[0.625, 0.62529310614350475, 3.1250325673492783]","[0.60416666666666663, 0.60454450698353135, 3.0213371204224861]"
X: 2017-03-10 00:00:00~2017-05-08 23:59:59 -> Y: 2017-05-09 00:00:00~2017-05-10 23:59:59,"[0.6097560975609756, 0.52107758845292063, 3.0488122608285639]","[0.63414634146341464, 0.54192069199103743, 3.1707647512617068]"
X: 2017-03-11 00:00:00~2017-05-09 23:59:59 -> Y: 2017-05-10 00:00:00~2017-05-11 23:59:59,"[0.52631578947368418, 0.4168620707623365, 2.6316063725046552]","[0.60526315789473684, 0.47941636268890053, 3.0265050327747458]"
X: 2017-03-12 00:00:00~2017-05-10 23:59:59 -> Y: 2017-05-11 00:00:00~2017-05-12 23:59:59,"[0.65454545454545454, 0.75035172737220579, 3.2727613796239714]","[0.59999999999999998, 0.68782241675785527, 3.0000312646553069]"
X: 2017-03-13 00:00:00~2017-05-11 23:59:59 -> Y: 2017-05-12 00:00:00~2017-05-13 23:59:59,"[0.56666666666666665, 0.70866552029597207, 2.8333628610633457]","[0.58333333333333337, 0.72950862383408888, 2.9166970628593267]"
X: 2017-03-14 00:00:00~2017-05-12 23:59:59 -> Y: 2017-05-13 00:00:00~2017-05-14 23:59:59,"[0.6097560975609756, 0.52107758845292063, 3.0488122608285639]","[0.70731707317073167, 0.60445000260538795, 3.5366222225611343]"
X: 2017-03-15 00:00:00~2017-05-13 23:59:59 -> Y: 2017-05-14 00:00:00~2017-05-15 23:59:59,"[0.5714285714285714, 0.66697931321973847, 2.8571726330050544]","[0.5892857142857143, 0.68782241675785527, 2.9464592777864627]"
X: 2017-03-16 00:00:00~2017-05-14 23:59:59 -> Y: 2017-05-15 00:00:00~2017-05-16 23:59:59,"[0.52307692307692311, 0.70866552029597207, 2.6154118717507808]","[0.53846153846153844, 0.73004119518172816, 2.6943012663406884]"
X: 2017-03-17 00:00:00~2017-05-15 23:59:59 -> Y: 2017-05-16 00:00:00~2017-05-17 23:59:59,"[0.60317460317460314, 0.7920379344484394, 3.0159044459497797]","[0.5714285714285714, 0.75039082855653993, 2.8573215216258467]"
X: 2017-03-18 00:00:00~2017-05-16 23:59:59 -> Y: 2017-05-17 00:00:00~2017-05-18 23:59:59,"[0.50877192982456143, 0.60445000260538795, 2.5438861600878337]","[0.50877192982456143, 0.60445000260538795, 2.5438861600878337]"
X: 2017-03-19 00:00:00~2017-05-17 23:59:59 -> Y: 2017-05-18 00:00:00~2017-05-19 23:59:59,"[0.55555555555555558, 0.52107758845292063, 2.7778067265326918]","[0.57777777777777772, 0.54192069199103743, 2.8889189955939991]"
X: 2017-03-20 00:00:00~2017-05-18 23:59:59 -> Y: 2017-05-19 00:00:00~2017-05-20 23:59:59,"[0.76595744680851063, 0.75035172737220579, 3.8298271463684772]","[0.68085106382978722, 0.6670835939128622, 3.4048230498671601]"
X: 2017-03-21 00:00:00~2017-05-19 23:59:59 -> Y: 2017-05-20 00:00:00~2017-05-21 23:59:59,"[0.73809523809523814, 0.64613620968162155, 3.6905146509648623]","[0.7142857142857143, 0.62529310614350475, 3.5714657912563181]"
X: 2017-03-22 00:00:00~2017-05-20 23:59:59 -> Y: 2017-05-21 00:00:00~2017-05-22 23:59:59,"[0.68888888888888888, 0.64613620968162155, 3.444480340900538]","[0.71111111111111114, 0.66697931321973847, 3.5555926099618458]"
X: 2017-03-23 00:00:00~2017-05-21 23:59:59 -> Y: 2017-05-22 00:00:00~2017-05-23 23:59:59,"[0.66000000000000003, 0.68782241675785527, 3.3000343911208381]","[0.68000000000000005, 0.70866552029597207, 3.400035433276015]"
X: 2017-03-24 00:00:00~2017-05-22 23:59:59 -> Y: 2017-05-23 00:00:00~2017-05-24 23:59:59,"[0.58333333333333337, 0.58360689906727115, 2.9166970628593267]","[0.625, 0.62545606171166479, 3.1258469717502346]"
X: 2017-03-25 00:00:00~2017-05-23 23:59:59 -> Y: 2017-05-24 00:00:00~2017-05-25 23:59:59,"[0.59999999999999998, 0.68782241675785527, 3.0000312646553069]","[0.59999999999999998, 0.68782241675785527, 3.0000312646553069]"
X: 2017-03-26 00:00:00~2017-05-24 23:59:59 -> Y: 2017-05-25 00:00:00~2017-05-26 23:59:59,"[0.59649122807017541, 0.70866552029597207, 2.9824872221719425]","[0.59649122807017541, 0.70866552029597207, 2.9824872221719425]"
X: 2017-03-27 00:00:00~2017-05-25 23:59:59 -> Y: 2017-05-26 00:00:00~2017-05-27 23:59:59,"[0.54166666666666663, 0.54192069199103743, 2.7083615583693743]","[0.52083333333333337, 0.52107758845292063, 2.6041938061243988]"
X: 2017-03-28 00:00:00~2017-05-26 23:59:59 -> Y: 2017-05-27 00:00:00~2017-05-28 23:59:59,"[0.41379310344827586, 0.25011724245740191, 2.0689870790726257]","[0.37931034482758619, 0.22927413891928508, 1.8965714891499068]"
X: 2017-03-29 00:00:00~2017-05-27 23:59:59 -> Y: 2017-05-28 00:00:00~2017-05-29 23:59:59,"[0.52380952380952384, 0.22927413891928508, 2.6190749135879665]","[0.47619047619047616, 0.20845275939340249, 2.3812253548039672]"
X: 2017-03-30 00:00:00~2017-05-28 23:59:59 -> Y: 2017-05-29 00:00:00~2017-05-30 23:59:59,"[0.6071428571428571, 0.35433276014798604, 3.03574592256787]","[0.5357142857142857, 0.31264655307175238, 2.6785993434422384]"
X: 2017-03-31 00:00:00~2017-05-29 23:59:59 -> Y: 2017-05-30 00:00:00~2017-05-31 23:59:59,"[0.59999999999999998, 0.56276379552915434, 3.0000312646553069]","[0.62222222222222223, 0.58360689906727115, 3.1111435337166147]"
X: 2017-04-01 00:00:00~2017-05-30 23:59:59 -> Y: 2017-05-31 00:00:00~2017-06-01 23:59:59,"[0.5625, 0.56276379552915434, 2.8125293106143503]","[0.58333333333333337, 0.58360689906727115, 2.9166970628593267]"
X: 2017-04-02 00:00:00~2017-05-31 23:59:59 -> Y: 2017-06-01 00:00:00~2017-06-02 23:59:59,"[0.5, 0.45854827783857016, 2.5000260538794228]","[0.56818181818181823, 0.52110474205315271, 2.8410867402529729]"
X: 2017-04-03 00:00:00~2017-06-01 23:59:59 -> Y: 2017-06-02 00:00:00~2017-06-03 23:59:59,"[0.625, 0.52107758845292063, 3.1250325673492783]","[0.65000000000000002, 0.54192069199103743, 3.2500338700432496]"
X: 2017-04-04 00:00:00~2017-06-02 23:59:59 -> Y: 2017-06-03 00:00:00~2017-06-04 23:59:59,"[0.62068965517241381, 0.3751758636861029, 3.1034806186089385]","[0.58620689655172409, 0.35433276014798604, 2.9310650286862194]"
X: 2017-04-05 00:00:00~2017-06-03 23:59:59 -> Y: 2017-06-04 00:00:00~2017-06-05 23:59:59,"[0.6470588235294118, 0.45854827783857016, 3.2353278344321943]","[0.61764705882352944, 0.43770517430045336, 3.0882674783216397]"
X: 2017-04-06 00:00:00~2017-06-04 23:59:59 -> Y: 2017-06-05 00:00:00~2017-06-06 23:59:59,"[0.66666666666666663, 0.70866552029597207, 3.3333680718392298]","[0.66666666666666663, 0.70885020327322013, 3.3342367698669166]"
X: 2017-04-07 00:00:00~2017-06-05 23:59:59 -> Y: 2017-06-06 00:00:00~2017-06-07 23:59:59,"[0.61818181818181817, 0.70866552029597207, 3.0909413029781954]","[0.58181818181818179, 0.66701406982803546, 2.909272822019044]"
X: 2017-04-08 00:00:00~2017-06-06 23:59:59 -> Y: 2017-06-07 00:00:00~2017-06-08 23:59:59,"[0.60416666666666663, 0.60445000260538795, 3.0208648151043023]","[0.60416666666666663, 0.60445000260538795, 3.0208648151043023]"
X: 2017-04-09 00:00:00~2017-06-07 23:59:59 -> Y: 2017-06-08 00:00:00~2017-06-09 23:59:59,"[0.55319148936170215, 0.54192069199103743, 2.7659862723772335]","[0.53191489361702127, 0.52107758845292063, 2.6596021849781093]"
X: 2017-04-10 00:00:00~2017-06-08 23:59:59 -> Y: 2017-06-09 00:00:00~2017-06-10 23:59:59,"[0.5714285714285714, 0.4168620707623365, 2.8571726330050544]","[0.54285714285714282, 0.3960189672242197, 2.7143140013548015]"
X: 2017-04-11 00:00:00~2017-06-09 23:59:59 -> Y: 2017-06-10 00:00:00~2017-06-11 23:59:59,"[0.5714285714285714, 0.33348965660986923, 2.8571726330050544]","[0.5714285714285714, 0.33352441502944397, 2.857470425764761]"
X: 2017-04-12 00:00:00~2017-06-10 23:59:59 -> Y: 2017-06-11 00:00:00~2017-06-12 23:59:59,"[0.5641025641025641, 0.45854827783857016, 2.8205422146331949]","[0.53846153846153844, 0.43770517430045336, 2.6923357503316856]"
X: 2017-04-13 00:00:00~2017-06-11 23:59:59 -> Y: 2017-06-12 00:00:00~2017-06-13 23:59:59,"[0.55882352941176472, 0.3960189672242197, 2.794146766100531]","[0.5, 0.35433276014798604, 2.5000260538794228]"
X: 2017-04-14 00:00:00~2017-06-12 23:59:59 -> Y: 2017-06-13 00:00:00~2017-06-14 23:59:59,"[0.56666666666666665, 0.35433276014798604, 2.8333628610633457]","[0.56666666666666665, 0.35433276014798604, 2.8333628610633457]"
X: 2017-04-15 00:00:00~2017-06-13 23:59:59 -> Y: 2017-06-14 00:00:00~2017-06-15 23:59:59,"[0.6216216216216216, 0.47939138137668702, 3.1081404994176602]","[0.51351351351351349, 0.3960189672242197, 2.5675943256058935]"
X: 2017-04-16 00:00:00~2017-06-14 23:59:59 -> Y: 2017-06-15 00:00:00~2017-06-16 23:59:59,"[0.59999999999999998, 0.43770517430045336, 3.0000312646553069]","[0.51428571428571423, 0.3751758636861029, 2.5714553697045486]"
X: 2017-04-17 00:00:00~2017-06-15 23:59:59 -> Y: 2017-06-16 00:00:00~2017-06-17 23:59:59,"[0.62222222222222223, 0.58360689906727115, 3.1111435337166147]","[0.55555555555555558, 0.52107758845292063, 2.7778067265326918]"
X: 2017-04-18 00:00:00~2017-06-16 23:59:59 -> Y: 2017-06-17 00:00:00~2017-06-18 23:59:59,"[0.62962962962962965, 0.70866552029597207, 3.1481809567370509]","[0.57407407407407407, 0.64613620968162155, 2.8704002840837815]"
X: 2017-04-19 00:00:00~2017-06-17 23:59:59 -> Y: 2017-06-18 00:00:00~2017-06-19 23:59:59,"[0.66000000000000003, 0.68782241675785527, 3.3000343911208381]","[0.62, 0.64613620968162155, 3.1000323068104838]"
X: 2017-04-20 00:00:00~2017-06-18 23:59:59 -> Y: 2017-06-19 00:00:00~2017-06-20 23:59:59,"[0.68181818181818177, 0.62529310614350475, 3.4091264371083034]","[0.65909090909090906, 0.60445000260538795, 3.2954888892046932]"
X: 2017-04-21 00:00:00~2017-06-19 23:59:59 -> Y: 2017-06-20 00:00:00~2017-06-21 23:59:59,"[0.6470588235294118, 0.68782241675785527, 3.2353278344321943]","[0.66666666666666663, 0.70877631853241607, 3.3338892363282606]"
X: 2017-04-22 00:00:00~2017-06-20 23:59:59 -> Y: 2017-06-21 00:00:00~2017-06-22 23:59:59,"[0.62222222222222223, 0.58360689906727115, 3.1111435337166147]","[0.62222222222222223, 0.58360689906727115, 3.1111435337166147]"
X: 2017-04-23 00:00:00~2017-06-21 23:59:59 -> Y: 2017-06-22 00:00:00~2017-06-23 23:59:59,"[0.54054054054054057, 0.4168620707623365, 2.7027308690588354]","[0.56756756756756754, 0.43770517430045336, 2.8378674125117769]"
X: 2017-04-24 00:00:00~2017-06-22 23:59:59 -> Y: 2017-06-23 00:00:00~2017-06-24 23:59:59,"[0.64444444444444449, 0.60445000260538795, 3.2222558027779229]","[0.59999999999999998, 0.56276379552915434, 3.0000312646553069]"
X: 2017-04-25 00:00:00~2017-06-23 23:59:59 -> Y: 2017-06-24 00:00:00~2017-06-25 23:59:59,"[0.58823529411764708, 0.4168620707623365, 2.9412071222110856]","[0.58823529411764708, 0.4168620707623365, 2.9412071222110856]"
X: 2017-04-26 00:00:00~2017-06-24 23:59:59 -> Y: 2017-06-25 00:00:00~2017-06-26 23:59:59,"[0.42105263157894735, 0.33348965660986923, 2.1052850980037241]","[0.47368421052631576, 0.3751758636861029, 2.3684457352541899]"
X: 2017-04-27 00:00:00~2017-06-25 23:59:59 -> Y: 2017-06-26 00:00:00~2017-06-27 23:59:59,"[0.55555555555555558, 0.62529310614350475, 2.7778067265326918]","[0.57407407407407407, 0.64613620968162155, 2.8704002840837815]"
X: 2017-04-28 00:00:00~2017-06-26 23:59:59 -> Y: 2017-06-27 00:00:00~2017-06-28 23:59:59,"[0.58823529411764708, 0.62529310614350475, 2.9412071222110856]","[0.62745098039215685, 0.66697931321973847, 3.1372875970251579]"
